10000 0.092288 0.017664 0.009568
20000 0.075200 0.016640 0.008928
30000 0.075136 0.016416 0.009056
40000 0.075360 0.016256 0.009376
50000 0.075168 0.017120 0.008992
60000 0.076928 0.016448 0.009344
70000 0.077728 0.016800 0.009376
80000 0.074112 0.016864 0.009984
90000 0.078336 0.016416 0.009952
100000 0.078112 0.016864 0.010112
110000 0.078528 0.016928 0.010624
120000 0.077568 0.017056 0.010752
130000 0.077824 0.017024 0.010592
140000 0.078464 0.016864 0.010944
150000 0.076928 0.017600 0.011264
160000 0.073760 0.017248 0.011200
170000 0.079232 0.017664 0.011552
180000 0.354080 0.028128 0.016672
190000 0.352448 0.029344 0.017888
200000 0.351904 0.030496 0.018848
210000 0.351904 0.030560 0.020576
220000 0.354656 0.031584 0.020640
230000 0.382752 0.032384 0.021856
240000 0.372128 0.033312 0.022176
250000 0.356672 0.034464 0.023040
260000 0.396544 0.034912 0.023872
270000 0.368128 0.035232 0.024352
280000 0.359680 0.036064 0.025344
290000 0.363200 0.037088 0.025792
300000 0.363168 0.037056 0.025984
310000 0.366848 0.038336 0.027168
320000 0.368832 0.037984 0.027968
330000 0.372064 0.038976 0.027840
340000 0.374400 0.040096 0.029056
350000 0.384672 0.040512 0.029344
360000 0.379232 0.040800 0.029952
370000 0.382560 0.041984 0.030496
380000 0.451072 0.043872 0.031776
390000 0.384800 0.043712 0.031872
400000 0.386592 0.044128 0.032288
410000 0.390496 0.045120 0.033120
420000 0.388960 0.045696 0.034016
430000 0.393056 0.046912 0.034176
440000 0.455456 0.047872 0.035296
450000 0.431520 0.048064 0.035008
460000 0.407200 0.048800 0.035552
470000 0.428160 0.049088 0.036352
480000 0.423616 0.049856 0.037248
490000 0.406208 0.050496 0.037568
500000 0.406016 0.051296 0.038432
510000 0.419232 0.051840 0.038976
520000 0.410048 0.052032 0.039680
530000 0.431424 0.054816 0.045344
540000 0.424544 0.055456 0.046976
550000 0.433056 0.055584 0.046592
560000 0.490656 0.056256 0.047072
570000 0.431808 0.056960 0.048576
580000 0.433312 0.057952 0.048768
590000 0.446240 0.058496 0.049248
600000 0.436480 0.059072 0.049856
610000 0.443296 0.059744 0.050912
620000 0.437344 0.069632 0.049984
630000 0.451232 0.061216 0.051776
640000 0.442976 0.061632 0.053344
650000 0.450528 0.062272 0.053024
660000 0.505920 0.063616 0.053152
670000 0.448544 0.063584 0.054016
680000 0.447200 0.064480 0.054368
690000 0.459584 0.065472 0.054208
700000 0.450944 0.065664 0.055296
710000 0.465088 0.066336 0.056128
720000 0.455488 0.067232 0.055872
730000 0.457696 0.067840 0.056608
740000 0.472128 0.068704 0.057120
750000 0.511552 0.069472 0.057344
760000 0.476192 0.077536 0.063616
770000 0.479296 0.070624 0.058752
780000 0.470880 0.071072 0.059104
790000 0.476800 0.072416 0.059232
800000 0.469632 0.072640 0.060416
810000 0.473792 0.073088 0.060544
820000 0.483680 0.073984 0.061184
830000 0.529600 0.075360 0.061664
840000 0.488768 0.075808 0.061920
850000 0.478560 0.076128 0.062208
860000 0.479712 0.077152 0.062720
870000 0.481600 0.077792 0.063712
880000 0.482496 0.077952 0.063712
890000 0.483104 0.078592 0.064256
900000 0.535712 0.079840 0.065344
910000 0.487584 0.080480 0.065184
920000 0.509088 0.080768 0.065792
930000 0.490912 0.081632 0.066144
940000 0.491008 0.081856 0.066944
950000 0.493408 0.082272 0.066912
960000 0.545344 0.084032 0.068064
970000 0.495136 0.085504 0.067840
980000 0.498016 0.085344 0.068416
990000 0.502944 0.086112 0.068832
1000000 0.500672 0.086592 0.069184
1010000 0.504064 0.086752 0.070272
1020000 0.503456 0.088256 0.070528
1030000 0.560224 0.088896 0.070496
1040000 0.507104 0.089280 0.071872
1050000 0.513952 0.089376 0.080224
1060000 0.513280 0.090784 0.082720
1070000 0.517152 0.090976 0.082784
1080000 0.579104 0.091744 0.082880
1090000 0.518304 0.092256 0.084800
1100000 0.518816 0.093376 0.084448
1110000 0.522368 0.093376 0.086208
1120000 0.521024 0.095104 0.086176
1130000 0.526656 0.095488 0.087072
1140000 0.579872 0.096288 0.087104
1150000 0.530368 0.096352 0.087904
1160000 0.528704 0.097792 0.088704
1170000 0.532928 0.097696 0.089824
1180000 0.532544 0.097952 0.090208
1190000 0.588800 0.099936 0.090720
1200000 0.547296 0.099968 0.090976
1210000 0.540032 0.101088 0.091904
1220000 0.539072 0.100992 0.091808
1230000 0.561312 0.101760 0.091904
1240000 0.595520 0.103232 0.092544
1250000 0.547808 0.103616 0.093888
1260000 0.546016 0.104480 0.093408
1270000 0.551648 0.104800 0.094496
1280000 0.550112 0.105536 0.094688
1290000 0.606432 0.106496 0.095776
1300000 0.551040 0.106464 0.095712
1310000 0.555456 0.108224 0.095808
1320000 0.553920 0.107680 0.096896
1330000 0.560512 0.108608 0.097984
1340000 0.608544 0.108864 0.098208
1350000 0.564512 0.111232 0.097536
1360000 0.561952 0.111264 0.098752
1370000 0.565184 0.111584 0.098816
1380000 0.618112 0.112928 0.100000
